Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Female,Mathematics of Computation,n/a,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,n/a,No,Yes,No,Yes,3.22,3.88,10,20,Rarely,Often,Always,Sometimes,Often,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Realizing you aren't the only one struggling/ ,Not putting myself out there more. Its a big school. Its easy to feel lost and overwhelmed. ,Low Value,53.1,33.3,75,43.8,25
Male,Stats,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,Yes,Australia,No,Yes,No,Yes,NA,NA,NA,NA,Sometimes,Often,Often,Often,Rarely,Agree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Not Sure,Disagree,Agree,Not Sure,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Clubs,"Lack of sleep, busy workload, not enough in class examples",Average Value,53.1,83.3,63.9,50,25
Female,Mathematics,,Asian,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,No,No,Yes,3.5,3.9,9,4,Sometimes,Sometimes,Often,Rarely,Rarely,Strongly Agree,Not Sure,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Disagree,Agree,Disagree,Not Sure,Agree,Not Sure,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,"My friends; my boyfriend; my therapist; professors who are kind and understanding; my own determination to succeed; my own willingness to constantly improve myself and make changes to my behavior. The people in my life who are supportive and understanding and mature are the reasons why I am always able to push through difficult times, and that is instrumental in helping me learn and improve and eventually succeed in anything, whether that's school or research or getting leadership positions or even just learning how to be a better friend and girlfriend.  I'm also always willing to get help when I need it, which is why I started going to therapy and why I continue to go--it's made me more self aware, more patient with myself, and less likely to repeat the same mistakes over and over again. Finally, determination is one of my defining traits--it is the word that even people who don't know me very well use to describe me, because my determination to succeed comes through in everything I do. It comes through in how intense and focused I am for lectures, for the leadership roles I hold, even just for conversations with friends.","My mental health--when I'm not taking care of myself I have a tendency to lose interest in just about everything; burn out--I tend to take on too much and then burn out, so I'm learning to cut back.",High Value,62.5,25,63.9,43.8,41.7
Female,Biology,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,No,No,Yes,3.6,4.5,30,5,Often,Rarely,Always,Rarely,Rarely,Not Sure,Agree,Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,,,Average Value,78.1,16.7,86.1,6.3,0
Female,stats,no,Asian,Gay/ Homosexual,Four-year College,Four-year College,Freshman,Yes,Tianjin,Yes,No,No,Yes,NA,3.8,3,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,academically,socially,Average Value,62.5,100,33.3,75,100
Male,STATISTICS,,Asian,Heterosexual,Two-year College,Two-year College,Junior,Yes,CHINA,Yes,No,No,Yes,NA,3.81,100,10,Always,Rarely,Always,Always,Often,Strongly Agree,Agree,Agree,Not Sure,Strongly Disagree,Strongly Disagree,Disagree,Not Sure,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"In UCLA, the academic pressure has increased. But I learned how to solve these problems.",NO,Average Value,84.4,16.7,80.6,12.5,50
Female,Psychobiology,,Asian,Heterosexual,Four-year College,Two-year College,Sophomore,No,,No,Yes,No,Yes,3.96,4.32,30,15,Often,Never,Always,Rarely,Never,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Agree,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Having peers who are open-minded and genuinely interested in your life/success have given me a source of comfort during hardships that I felt comfortable reaching out to.  ,"Large class sizes make it difficult to seek one-on-one help from teachers and the great college population make it harder to seek resources. Asking questions about confusing topics during class is more intimidating with a larger class body size. Socially, it is somewhat difficult for me and my peers to meet other people unless you live in a very social location (classic dorms) and have people who are willing to go out and meet others (most people are too scared to meet new people). ",NA,75,33.3,52.8,62.5,41.7
Male,Applied Mathematics,"Statistics, Specialization in Computing",Mixed asian and calcasian,Heterosexual,Graduate or Professional Degree,Four-year College,Junior,No,,No,Yes,No,Yes,3.59,4.35,2,5,Sometimes,Sometimes,Often,Sometimes,Rarely,Not Sure,Agree,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Disagree,Strongly Disagree,My experience in high school and consistent pressure to excel have driven me for most of my time at UCLA.,I have struggled with mental health issues for my entire life. The stress of UCLA has only exacerbated these issues.,Average Value,40.6,50,41.7,87.5,33.3
Male,Statistics ,,Asian,Heterosexual,Two-year College,Four-year College,Senior,No,,No,Yes,Yes,Yes,3,4,6,100,Rarely,Rarely,Always,Always,Sometimes,Not Sure,Agree,Disagree,Agree,Not Sure,Strongly Agree,Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,My friends and my family have always been supportive throughout my time here at UCLA. It took me awhile to get used to the academics here at UCLA as I was a not a great student at first it took me some time but i finally figured out how to study and how much to study. ," I felt intimidated when I was in class, an imposter at times. ",Average Value,59.4,75,69.4,50,58.3
Female,Applied mathematics,,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,No,,No,No,Yes,Yes,3.2,4.1,NA,NA,Often,Rarely,Often,Often,Rarely,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Not Sure,Not Sure,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Not Sure,Disagree,Not Sure,,,High Value,18.8,100,50,50,75
Female,Statistics,None,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.9,4.2,15,8,Sometimes,Rarely,Always,Sometimes,Often,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I think that having the support of my family has been a big factor in helping me succeed at UCLA.,"I think that my reluctance to step out of my comfort zone has sometimes inhibited my success, mostly in regard to things like joining clubs and other extracurricular activities.",Average Value,71.9,25,66.7,50,33.3
Male,"Microbiology, Immunology and Molecular Genetics (MIMG)",,Latino/Hispanic,Gay/ Homosexual,Graduate or Professional Degree,Four-year College,Junior,No,,No,Yes,No,Yes,3.66,4.73,1,45,Often,Rarely,Always,Often,Sometimes,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Not Sure,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I feel like the clubs that I've joined have helped me to smoothly adjust to life at UCLA. UCLA can be overwhelming at times, but I have friends who I can relax and socialize with to destress from the everyday demands of my academics. ","I've had poor experiences with some STEM classes that have made adjusting to the academics of UCLA very difficult. I felt like the professors made everything impossibly hard to clearly differentiate the grades. I understand the value in this, but I felt it put others at unnecessary stress just to keep up with the others. ",NA,59.4,66.7,75,43.8,33.3
Female,Biology,N/A,More than one ethnic background ,Heterosexual,High school or less,High school or less,Junior,No,N/A,No,Yes,Yes,Yes,3.49,4.5,5,5,Rarely,Rarely,Always,Often,Often,Not Sure,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Strongly Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Not Sure,Disagree,Agree,"Creating a friend group that likes to/has to study for the same classes, having family support even from a distance, having a good TA( the professors usually seem unapproachable but if you have a good TA it changes your entire experience in the class)","Not coming from a strong academic high school, being a first year college student, not having easily accessible guidance and help",Average Value,46.9,41.7,66.7,43.8,41.7
Male,Psychobiology,none,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,4,4,20,10,Sometimes,Rarely,Always,Sometimes,Rarely,Agree,Agree,Not Sure,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Grace on Campus christian fellowship!,none,Average Value,65.6,16.7,72.2,37.5,33.3
Male,Statistics,,Latino/Hispanic,Heterosexual,High school or less,High school or less,Fifth Year,No,,No,Yes,Yes,Yes,2.782,4.02,40,10,Rarely,Sometimes,Always,Often,Rarely,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,"My fraternity helped me find a community of people like me, who have struggled like, and still paid their work ethic, hobbies, and passions forward to help others reach their best selves. My friends and family from my hometown helped me emotionally, the relationships I made in college taught me how to behave and respect others from different backgrounds.","Being a first year, limited high school resources, and the absence of diversity on campus, affected me negatively in my college career",Low Value,53.1,100,50,62.5,83.3
Male,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,South Korea,Yes,No,No,Yes,NA,3,20,5,Sometimes,Never,Often,Sometimes,Rarely,Strongly Agree,Strongly Agree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"having a positive mindset, be outgoing.",Not that much,Average Value,68.8,33.3,72.2,50,33.3
Male,Statistics,none,Calcasian,Heterosexual,Four-year College,Four-year College,Junior,No,,Yes,Yes,No,Yes,NA,3.8,4,16,Sometimes,Rarely,Always,Often,Often,Agree,Agree,Agree,Not Sure,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Going to office hours, looking for tutoring and support programs, working with my peers in my classes and forcing myself to get enough sleep at school.","The workload of certain classes, the fast pace of the quarter system, the difficulty of certain exams, and being new to a different social climate at UCLA",Low Value,37.5,66.7,47.2,81.3,66.7
Female,Environmental Science,Atmospheric and Oceanic Sciences,Calcasian,Heterosexual,Graduate or Professional Degree,Four-year College,Junior,No,,No,Yes,No,Yes,3.7,4.7,20,15,Sometimes,Never,Always,Often,Rarely,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Not Sure,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree, ,"I have intense anxiety about my actions, academic and  personal. I feel like I would be able to achieve more if I wasn't so unwilling to push myself out of my restrictive comfort zone.",Average Value,53.1,41.7,72.2,75,16.7
Male,Econ,,Asian,Heterosexual,Four-year College,High school or less,Junior,No,,No,No,No,No,3.2,3.9,3,6,Often,Rarely,Always,Always,Sometimes,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"I believe that my friends helped me succeed academically, socially, emotionally at UCLA, especially my roommate. I can always talk to him at the end of the day about everything that's happening or bothering me, which helped me gain a lot of clarity and focus in my academic career.","There isn't many factors inhibiting my success academically, socially, and emotionally. The only factor that can be stressful sometimes is social media because it makes me compare my life with others.",Low Value,68.8,16.7,63.9,31.3,41.7
Female,Statistics,Math,Asian,Heterosexual,High school or less,High school or less,Freshman,Yes,China,Yes,No,Yes,No,NA,NA,20,20,Rarely,Never,Always,Rarely,Rarely,Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I feel that the factors that have contributed to my academic and social success at UCLA are the academic environment that UCLA brings to me and the professors who have helped me. When I was studying at UCLA, I felt a good learning atmosphere and the help of teachers and classmates. On the social side, I am a very introverted person, but the professors and classmates showed great enthusiasm and made me feel warm. Thanks UCLA","I feel that the factors that hinder my academic and social success are my slow personality and lack of expression and communication. Because of my slow and introverted personality, I am a little slow in making friends, but I believe that the environment that UCLA has given me will slowly change.",Average Value,46.9,33.3,63.9,43.8,50
Female,Sociology,,Latino/Hispanic,Gay/ Homosexual,High school or less,High school or less,Senior,No,,No,Yes,Yes,No,2.6,4.1,4,4,Sometimes,Often,Often,Sometimes,Never,Not Sure,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Agree,,Agree,,,Low Value,NA,91.7,61.1,62.5,50
Female,Stats ,,Latino/Hispanic,Gay/ Homosexual,High school or less,High school or less,Senior,No,,No,No,No,Yes,2.9,4.5,7,4,Sometimes,Sometimes,Often,Often,Rarely,Strongly Agree,Disagree,Disagree,Not Sure,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,My friends really support me when I have trouble in my classes. ,"I feel that my high school did not prepare me for how difficult college was going to be. Also, I came out to my family my second year of college and they were not supportive at all. That was definitely my hardest year at UCLA. ",Low Value,28.1,66.7,38.9,62.5,91.7
Female,Biochemistry,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.95,4,10,10,Often,Never,Always,Often,Often,Not Sure,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Joining clubs has allowed me to succeed at UCLA.,Not paying for educational help has made it more difficult to succeed.,Low Value,56.3,41.7,50,62.5,58.3
Male,Undeclared engineering (transferring to stats) ,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,Kores,No,Yes,No,Yes,2.7,4,NA,NA,Sometimes,Sometimes,Often,Often,Rarely,Agree,Agree,Disagree,Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Agree,,,Average Value,62.5,25,69.4,25,41.7
Female,"Molecular, Cell and Developmental Biology",Comparative Literature,Asian,I prefer not to say,Graduate or Professional Degree,Graduate or Professional Degree,Junior,Yes,China,No,No,No,Yes,3.7,3.8,60,30,Sometimes,Rarely,Always,Sometimes,Sometimes,Not Sure,Agree,Strongly Disagree,Not Sure,Agree,Disagree,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Strongly Disagree,Not Sure,Agree,Agree,Disagree,Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,"The study spots on campus (PIC lab, night powell, YRL, etc. ) has always been more than helpful for me academically, it feels so much better to be on campus knowing I can spend the fragments of time between classes productively. College Academic Counseling, my department counselors and CAPS help me stay on track academically and emotionally at UCLA.","The classes are sometimes so large that it becomes difficult to engage. In a small classroom, the classmates are closer together and the professor is much more available for any questions or interesting ideas brought up in class. ",High Value,53.1,50,66.7,43.8,50
Female,statistics,,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,China,Yes,No,Yes,Yes,3.1,3.9,10,2,Rarely,Often,Always,Rarely,Sometimes,Disagree,Disagree,Not Sure,Not Sure,Disagree,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Strongly Disagree,Not Sure,,,Low Value,40.6,58.3,44.4,56.3,50
Female,Statistics,Digital Humanities,Latino/Hispanic,,Two-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.569,4.8,1,8,Sometimes,Often,Always,Often,Sometimes,Strongly Agree,Not Sure,Disagree,Disagree,Not Sure,Strongly Agree,Strongly Disagree,Agree,Not Sure,Disagree,Strongly Disagree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Academically: the relationships with people I have made in my major. I am really horrible at studying alone and motivating myself to do work, so being able to have friends who keep me accountable and help me understand the subject is extremely helpful. I wouldn't be successful if it wasn't for them. Socially: joining student organizations has led me to find my best friends in college. Before I was in student organizations, I was really lonely. Emotionally: communicating with my friends. ","taking classes that aren't relevant to my interests but I have to in order to graduate (i.e. Japan 50). Taking classes that I thought would be interesting but turns out they were horrible and I got nothing out of them. Taking classes with horrible professors. Spreading myself too thin: I do a ton of extracurricular activities at UCLA, I intern, and I am a full time student. I am completely drained and my academics are suffering because of it but its my last year to be a college student so I don't want to give up extracurriculars and I need the money so I can't give up my internship. It's really stressful.",High Value,59.4,58.3,77.8,25,50
Male,stat,/,Asian,Heterosexual,Four-year College,Four-year College,Junior,No,,Yes,No,No,Yes,NA,3.5,30,10,Often,Rarely,Always,Rarely,Rarely,Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,"The most important thing to enter UCLA is that I need to know how to make the best plan to study according to the schedule of each semester. After I go to community college, it's really students themselves making the decision about how much they want to earn as a college student. It's really important to plan the time about preparing for the class, doing the homework, reviewing for the quiz/exams, and your own social life with friends. ","One of the factor inhibited the success is constancy. Learning is a long process, although you start the class with a really good performance, one mistake you make in the middle might hurt you badly in the course. I have experimence that few times in the past. Starting with a good position and getting loose and then mass up one exam which ended up a heavy pressure on the final to keep the grade up.",Average Value,75,41.7,63.9,31.3,50
Female,Statistics,,Latino/Hispanic,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.23,4.67,0,8,Often,Sometimes,Always,Often,Often,Agree,Disagree,Disagree,Not Sure,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Not Sure,Agree,Disagree,Agree,Agree,Agree,Agree,I believe having a supportive friend group that I live with has helped my mental health and performance in academics.,My lack of math preparation before coming to UCLA.,Low Value,62.5,33.3,66.7,37.5,50
Female,Math/Econ & Statistics,None,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,China,No,No,Yes,Yes,3.78,4,10,2,Often,Sometimes,Always,Sometimes,Sometimes,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Disagree,Agree,Agree,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,Friends and family. ,Homesickness and large expenses. ,Average Value,62.5,25,63.9,43.8,33.3
Male,Statistics,Accounting,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.7,3.9,30,15,Sometimes,Often,Always,Always,Rarely,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Not Sure,Not Sure,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I would say that confidence is a big factor. Having confidence in whatever you do will lead to you being successful. Also being able to self reflect and correct your mistakes. If you are constantly evaluating yourself, you can adapt to what's working and what isn't","Probably just fear. Fear of failing, fear of the perception of others, fear of opening. Just all different types of fear",Average Value,71.9,58.3,61.1,25,58.3
Female,Statistics,Entrepreneur,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,Indonesia,Yes,No,No,Yes,3.4,3.5,100,30,Rarely,Sometimes,Always,Never,Rarely,Not Sure,Strongly Agree,Not Sure,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Society, environment, and supportive enggagement",,Average Value,43.8,75,66.7,62.5,66.7
Male,Statistics,,Half Latino half Caucasian ,Heterosexual,Four-year College,High school or less,Senior,No,,No,Yes,No,Yes,2.89,4.59,20,6,Sometimes,Sometimes,Always,Often,Never,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Not Sure,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Not Sure,"The college community on the hill help me get through the first two years pretty easy. Everyday walking around seeing all these students striving for their goals, it motivated me get my work done. Academically, studying with friends helps ease the stress load. ",The freedom and independence was a major factor for my somewhat downfall. There was a time of lack of motivation overcame my mood accompanied with foolish decisions. ,Low Value,28.1,66.7,38.9,62.5,75
Male,math econ,,Asian,Heterosexual,Two-year College,Two-year College,Senior,Yes,china,No,No,Yes,Yes,3.7,4.4,20,2,Rarely,Often,Always,Sometimes,Often,Not Sure,Not Sure,Agree,Not Sure,Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,calm,sleep,Low Value,50,33.3,58.3,56.3,41.7
Female,environmental science ,"environmental studies, food studies ",Asian,I prefer not to say,High school or less,Two-year College,Junior,No,,No,No,Yes,Yes,3.695,4.5,4,8,Sometimes,Rarely,Always,Often,Rarely,Strongly Agree,Not Sure,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Not Sure,Agree,Not Sure,Strongly Agree,Agree,Agree,Not Sure,"My own willpower, study guides from professors, study groups, online office hours  ","applications to join clubs, conflict with class and clubs, 4 midterms in one week, not enough access to professors and research, office hours conflict with classes, overwhelming sense of anxiety about the workload, having to work 12 hours at a job on top of 4 classes, bad scheduling of classes due to administration",High Value,28.1,100,50,87.5,41.7
Female,Statistics,N/A,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.48,4.6,5,6,Rarely,Sometimes,Always,Sometimes,Rarely,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Disagree,Disagree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,The thing that has helped me succeed the most academically is asking my peers who have taken classes that I am currently in for help. I'm often too nervous or embarrassed to go to office hours so I feel more comfortable asking friends for help.,I struggled a lot with depression and other mental health problems during my first year two years at UCLA which hindered my academic success significantly. I found it difficult to seek any sort of professional help as I don't have UCSHIP and my provider is quite far from UCLA.,High Value,53.1,58.3,50,75,41.7
Male,Statistics,,Latino/Hispanic,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Fifth Year,No,,No,Yes,No,Yes,2.68,4.48,40,15,Often,Sometimes,Often,Rarely,Never,Not Sure,Agree,Strongly Disagree,Agree,Disagree,Not Sure,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Not Sure,Agree,Not Sure,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,#NAME?,#NAME?,High Value,68.8,50,77.8,37.5,25
Male,Economics,Statistics,Latino/Hispanic,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,No,,Yes,Yes,No,No,3.36,3.9,4,15,Sometimes,Often,Often,Rarely,Sometimes,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Not Sure,Strongly Agree,Disagree,Agree,Agree,"I think have professors who really care about students was instrumental to my success here at UCLA. One example is a professor in the stats department, Christou, who holds office hours almost everyday of the week. Despite being one of my most challenging courses at UCLA, he almost made me feel I could succeed. I think after experiencing such a course, I felt much more confident academically; knowing that I was capable, and knowing all it took was having someone to support you motivated me to continue working hard despite have past rough academic quarters. 
Socially and emotionally, I think joining clubs and pushing myself to meet new people on my floor helped a lot. During more challenging and depressive mental periods, I used the CAPS resource center, which helped a bit as well. ","I felt like it was difficult to get involved when I first transferred in. Many organizations are very competitive, and as a result, I feel that many students can struggle to find a place they belong, or acquire access to some of the campuses best resources.  The answer to this problem was to just keep applying, but even then, a student can lose access to valuable resources some clubs tend to have. I think this furthers the notion that a student at a public university is on his/her own, and a result, fostering a more competitive environment. 

Academically, I was always frustrated with discussion and office hours. While some professors/classes put a great emphasis on helping their students, other classes have hundreds of students waiting 20 minutes to ask a professor or TA a question. This can be frustrating, and makes learning much more inefficient. However, I understand that this is a simply drawback to attending a huge public school.",Average Value,68.8,91.7,38.9,50,83.3
